 유형 , 시도 , 시군 , 단지명 , 조성상태 , 지정면적 , 관리면적 , 전체면적 , 분양대상 , 분양 , 미분양 , 분양률 , 입주업체 , 가동업체 , 고용(남) , 고용(여) , 고용(계) , 누계생산(백만원) , 누계수출(천달러) 
농공,전남,고흥군,동강특화,조성중,299 ,296 ,205 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
농공,전남,순천시,해룡선월지구,조성중,144 ,143 ,105 ,104 ,104 ,0 ,100 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
농공,전남,구례군,자연드림파크2단지,완료,49 ,49 ,29 ,29 ,29 ,0 ,100 ,4 ,3 ,39 ,24 ,63 ,"3,407 ",0 
농공,전남,곡성군,운곡특화,조성중,183 ,183 ,107 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
농공,전남,강진군,칠량,완료,149 ,149 ,106 ,106 ,106 ,0 ,100 ,23 ,22 ,120 ,100 ,220 ,"10,000 ",0 
농공,전남,무안군,몽탄특화,완료,89 ,89 ,44 ,44 ,44 ,0 ,100 ,1 ,1 ,,,,,
농공,전남,영광군,묘량,조성중,214 ,217 ,123 ,123 ,123 ,0 ,100 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
농공,전남,고흥군,고흥무인항공영농기술특화농공단지,미개발,137 ,137 ,92 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
농공,전남,보성군,조송제2농공단지,조성중,45 ,45 ,32 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
국가,경북,경주시,월성전원,완료,"3,693 ","3,692 ","1,371 ","1,371 ","1,371 ",0 ,100 ,1 ,1 ,,,,,
국가,경북,구미시,구미국가(1단지)[재생사업지구],완료,"10,089 ","9,722 ","7,800 ","7,800 ","7,800 ",0 ,100 ,"2,911 ","2,306 ","59,214 ","15,979 ","75,193 ","22,519,829 ","8,833,224 "
국가,경북,구미시,구미국가(2-4단지) (① + ② + ③ + ④),조성중,"16,640 ","12,585 ","7,804 ","7,804 ","7,505 ",299 ,96 ,24 ,23 ,"3,114 ",510 ,"3,624 ","994,631 ","326,606 "
국가,경북,구미시,   구미국가(2-3단지) ①,완료,"7,397 ","7,397 ","4,878 ","4,878 ","4,878 ",0 ,100 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
국가,경북,구미시,   구미국가(4단지) (② + ③),완료,"6,766 ","4,673 ","2,823 ","2,823 ","2,627 ",196 ,93 ,24 ,23 ,"3,114 ",510 ,"3,624 ","994,631 ","326,606 "
국가,경북,구미시,     ▷구미4(산업) ②,완료,"5,175 ","4,094 ","2,244 ","2,244 ","2,244 ",0 ,100 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
국가,경북,구미시,     ▷구미4(구미외국인) ③,완료,"1,591 ",579 ,579 ,579 ,383 ,196 ,66 ,24 ,23 ,"3,114 ",510 ,"3,624 ","994,631 ","326,606 "
국가,경북,구미시,   구미(확장단지) ④,조성중,"2,477 ",515 ,103 ,103 ,0 ,103 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
국가,경북,구미시,구미하이테크밸리,조성중,"9,325 ","6,282 ","4,672 ","2,076 ","2,056 ",20 ,99 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
국가,경북,포항시,포항국가,조성중,"28,755 ","17,624 ","16,058 ","16,058 ","16,058 ",0 ,100 ,105 ,97 ,"11,291 ",489 ,"11,780 ","7,793,747 ","1,905,846 "
국가,경북,포항시,포항블루밸리,조성중,"6,079 ","5,481 ","3,593 ","1,626 ","1,021 ",605 ,63 ,38 ,14 ,248 ,24 ,272 ,"41,277 ",0 
국가,경북,영주시,영주첨단베어링국가산업단지,미개발,"1,186 ","1,185 ",701 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,경산시,경산1,완료,"1,577 ","1,577 ","1,150 ","1,150 ","1,150 ",0 ,100 ,194 ,166 ,"6,596 ","1,517 ","8,113 ","1,597,800 ","353,940 "
일반,경북,경산시,경산2,완료,489 ,486 ,333 ,333 ,333 ,0 ,100 ,105 ,97 ,"1,116 ",630 ,"1,746 ","245,460 ","32,520 "
일반,경북,경주시,강동,조성중,992 ,991 ,642 ,596 ,591 ,5 ,99 ,77 ,60 ,525 ,103 ,628 ,"2,540 ","2,020 "
일반,경북,경주시,건천제1,완료,147 ,147 ,114 ,114 ,114 ,0 ,100 ,6 ,6 ,405 ,89 ,494 ,"97,420 ","19,680 "
일반,경북,경주시,건천제2,완료,990 ,990 ,761 ,761 ,761 ,0 ,100 ,21 ,21 ,989 ,136 ,"1,125 ","163,760 ","51,660 "
일반,경북,경주시,명계2,완료,104 ,104 ,64 ,64 ,21 ,43 ,33 ,2 ,1 ,,,,,
일반,경북,경주시,문산,완료,315 ,315 ,218 ,218 ,218 ,0 ,100 ,26 ,26 ,307 ,56 ,363 ,"53,600 ",228 
일반,경북,경주시,석계,완료,146 ,146 ,116 ,116 ,116 ,0 ,100 ,35 ,35 ,346 ,83 ,429 ,"232,800 ",450 
일반,경북,경주시,석계2,완료,122 ,122 ,99 ,99 ,99 ,0 ,100 ,14 ,14 ,188 ,62 ,250 ,"51,580 ",0 
일반,경북,경주시,외동,완료,142 ,142 ,116 ,116 ,116 ,0 ,100 ,22 ,22 ,650 ,145 ,795 ,"326,000 ","107,400 "
일반,경북,경주시,외동2,완료,603 ,603 ,412 ,412 ,412 ,0 ,100 ,39 ,39 ,800 ,442 ,"1,242 ","95,700 ","6,660 "
일반,경북,경주시,천북,조성중,"1,862 ","1,863 ","1,286 ","1,271 ","1,242 ",29 ,98 ,117 ,116 ,"1,806 ",347 ,"2,153 ","191,700 ","19,300 "
일반,경북,경주시,화산,완료,150 ,149 ,120 ,120 ,120 ,0 ,100 ,14 ,14 ,543 ,68 ,611 ,"113,800 ",650 
일반,경북,문경시,신기제2,완료,440 ,439 ,287 ,287 ,251 ,36 ,87 ,22 ,22 ,265 ,133 ,398 ,"32,711 ","7,095 "
일반,경북,상주시,상주청리,완료,"1,295 ","1,221 ",960 ,960 ,938 ,22 ,98 ,9 ,6 ,165 ,35 ,200 ,"31,178 ","4,951 "
일반,경북,상주시,상주한방,완료,766 ,766 ,382 ,382 ,370 ,12 ,97 ,2 ,2 ,,,,,
일반,경북,안동시,경북바이오,완료,862 ,862 ,452 ,452 ,452 ,0 ,100 ,41 ,35 ,676 ,356 ,"1,032 ","188,036 ","30,164 "
일반,경북,포항시,신흥,조성중,112 ,112 ,74 ,52 ,0 ,52 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,포항시,영일만2,완료,720 ,720 ,582 ,582 ,582 ,0 ,100 ,10 ,9 ,"1,140 ",105 ,"1,245 ","145,080 ","8,240 "
일반,경북,포항시,포항4,완료,"2,047 ","2,047 ","1,535 ","1,535 ","1,535 ",0 ,100 ,98 ,81 ,"1,092 ",121 ,"1,213 ","632,488 ","204,620 "
일반,경북,고령군,개진,완료,148 ,148 ,87 ,87 ,87 ,0 ,100 ,35 ,35 ,192 ,153 ,345 ,"16,000 ","3,000 "
일반,경북,고령군,성산,조성중,113 ,113 ,64 ,42 ,42 ,0 ,100 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,성주군,성주,완료,851 ,851 ,581 ,581 ,581 ,0 ,100 ,53 ,52 ,"1,177 ",188 ,"1,365 ","380,600 ","177,280 "
일반,경북,성주군,월항,완료,78 ,78 ,52 ,52 ,52 ,0 ,100 ,14 ,11 ,38 ,8 ,46 ,"5,974 ",0 
일반,경북,영주시,두전,완료,55 ,54 ,40 ,40 ,40 ,0 ,100 ,6 ,5 ,24 ,33 ,57 ,470 ,0 
일반,경북,영주시,영주,완료,178 ,178 ,127 ,127 ,127 ,0 ,100 ,53 ,53 ,131 ,162 ,293 ,"22,000 ",0 
일반,경북,영천시,고경,조성중,"1,565 ","1,563 ","1,045 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,칠곡군,왜관 (① + ②),완료,"2,540 ","2,540 ","1,706 ","1,706 ","1,706 ",0 ,100 ,378 ,362 ,"5,471 ","2,029 ","7,500 ","1,208,830 ","415,347 "
일반,경북,칠곡군,   왜관(기존) ①,완료,"1,668 ","1,668 ","1,123 ","1,123 ","1,123 ",0 ,100 ,284 ,273 ,"3,527 ","1,455 ","4,982 ","739,694 ","358,572 "
일반,경북,칠곡군,   왜관(추가) ②,완료,872 ,872 ,583 ,583 ,583 ,0 ,100 ,94 ,89 ,"1,944 ",574 ,"2,518 ","469,136 ","56,775 "
일반,경북,칠곡군,왜관3,완료,744 ,744 ,506 ,506 ,506 ,0 ,100 ,51 ,50 ,"1,043 ",351 ,"1,394 ","211,748 ","31,897 "
일반,경북,영주시,가흥,완료,230 ,230 ,178 ,178 ,178 ,0 ,100 ,8 ,8 ,482 ,195 ,677 ,"124,290 ","113,900 "
일반,경북,포항시,광명,조성중,728 ,728 ,517 ,491 ,388 ,103 ,79 ,10 ,6 ,238 ,24 ,262 ,"31,500 ",0 
일반,경북,포항시,영일만3,완료,195 ,195 ,155 ,155 ,86 ,69 ,55 ,5 ,3 ,32 ,8 ,40 ,0 ,0 
일반,경북,포항시,영일만4,조성중,"2,600 ","2,600 ","1,657 ",68 ,68 ,0 ,100 ,7 ,1 ,,,,,
일반,경북,경주시,모화,완료,374 ,374 ,302 ,302 ,302 ,0 ,100 ,43 ,43 ,643 ,189 ,832 ,"133,800 ",0 
일반,경북,경산시,경산4,완료,"2,397 ","2,190 ","1,066 ","1,066 ",995 ,71 ,93 ,75 ,45 ,"1,240 ",345 ,"1,585 ","122,680 ","9,640 "
일반,경북,영주시,갈산,완료,149 ,149 ,101 ,101 ,88 ,13 ,87 ,5 ,4 ,109 ,20 ,129 ,"4,120 ",0 
일반,경북,포항시,영일만 (① + ②),완료,964 ,964 ,659 ,659 ,659 ,0 ,100 ,16 ,13 ,966 ,113 ,"1,079 ","1,666,356 ","1,018,176 "
일반,경북,포항시,   영일만 ①,완료,699 ,699 ,394 ,394 ,394 ,0 ,100 ,12 ,9 ,676 ,94 ,770 ,"1,534,608 ","1,001,000 "
일반,경북,포항시,   영일만(포항외국인) ②,완료,265 ,265 ,265 ,265 ,265 ,0 ,100 ,4 ,4 ,290 ,19 ,309 ,"131,748 ","17,176 "
일반,경북,경주시,제내2,조성중,84 ,84 ,59 ,49 ,48 ,1 ,98 ,4 ,1 ,,,,,
일반,경북,경주시,서동,완료,270 ,260 ,197 ,197 ,197 ,0 ,100 ,1 ,1 ,,,,,
일반,경북,경주시,구어2,완료,829 ,829 ,543 ,543 ,543 ,0 ,100 ,44 ,32 ,786 ,57 ,843 ,"107,000 ","1,680 "
일반,경북,경주시,건천용명,조성중,116 ,116 ,87 ,87 ,87 ,0 ,100 ,6 ,6 ,115 ,25 ,140 ,"10,700 ",0 
일반,경북,칠곡군,연화,완료,52 ,52 ,35 ,35 ,35 ,0 ,100 ,9 ,9 ,85 ,25 ,110 ,"27,256 ","3,079 "
일반,경북,경주시,천북2,조성중,104 ,104 ,77 ,54 ,7 ,47 ,13 ,1 ,1 ,,,,,
일반,경북,경주시,녹동,조성중,140 ,140 ,100 ,96 ,96 ,0 ,100 ,16 ,13 ,170 ,14 ,184 ,"10,990 ",0 
일반,경북,봉화군,석포,미개발,185 ,185 ,101 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,성주군,성주2,완료,959 ,959 ,657 ,657 ,657 ,0 ,100 ,27 ,27 ,656 ,107 ,763 ,"160,550 ","6,160 "
일반,경북,경주시,건천3,미개발,149 ,149 ,116 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,경주시,나아,조성중,120 ,120 ,82 ,43 ,30 ,13 ,70 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,경주시,제내5,조성중,137 ,137 ,95 ,33 ,33 ,0 ,100 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,포항시,그린,미개발,871 ,871 ,586 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,경주시,문산2,완료,836 ,836 ,532 ,532 ,532 ,0 ,100 ,35 ,6 ,425 ,29 ,454 ,964 ,0 
일반,경북,경주시,검단,조성중,932 ,932 ,580 ,522 ,273 ,249 ,52 ,2 ,2 ,,,,,
일반,경북,경주시,석계4,완료,121 ,117 ,82 ,82 ,22 ,60 ,27 ,9 ,7 ,40 ,16 ,56 ,170 ,0 
일반,경북,경주시,양남,미개발,"1,739 ","1,739 ","1,095 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,고령군,열뫼,조성중,221 ,224 ,124 ,12 ,12 ,0 ,100 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,김천시,김천1,완료,"2,199 ","2,199 ","1,535 ","1,535 ","1,535 ",0 ,100 ,78 ,78 ,"1,813 ",631 ,"2,444 ","27,070 ",0 
일반,경북,문경시,신기,완료,126 ,126 ,83 ,83 ,83 ,0 ,100 ,3 ,3 ,27 ,1 ,28 ,"6,405 ",0 
일반,경북,영천시,영천첨단부품소재(대구경북경제자유구역),완료,"1,461 ","1,459 ",999 ,999 ,999 ,0 ,100 ,61 ,54 ,"2,050 ",380 ,"2,430 ","383,192 ","119,718 "
일반,경북,고령군,월성,조성중,668 ,668 ,406 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,안동시,경북바이오2차,조성중,575 ,485 ,395 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,경주시,건천4,조성중,629 ,629 ,407 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,경주시,명계3,조성중,823 ,823 ,505 ,505 ,505 ,0 ,100 ,17 ,5 ,274 ,66 ,340 ,"80,000 ","1,200 "
일반,경북,김천시,김천1(3단계),완료,"1,156 ","1,150 ",832 ,832 ,702 ,130 ,84 ,28 ,28 ,642 ,371 ,"1,013 ","17,800 ",0 
일반,경북,경주시,대곡2,조성중,242 ,242 ,155 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,경산시,경산3(구 진량2),완료,"1,497 ","1,456 ","1,011 ","1,011 ","1,011 ",0 ,100 ,69 ,60 ,"2,943 ",746 ,"3,689 ","847,820 ","243,420 "
일반,경북,경산시,경산1-1(구 진량3),완료,76 ,76 ,24 ,24 ,24 ,0 ,100 ,3 ,2 ,,,,,
일반,경북,고령군,고령1(구 다산),완료,636 ,636 ,447 ,447 ,447 ,0 ,100 ,68 ,61 ,"1,244 ",183 ,"1,427 ","302,737 ","7,477 "
일반,경북,고령군,고령2(구 다산2),완료,766 ,704 ,467 ,467 ,467 ,0 ,100 ,81 ,73 ,"1,291 ",157 ,"1,448 ","365,365 ","16,918 "
일반,경북,영주시,SK스페셜티일반산업단지(구:SK머티리얼즈),완료,171 ,171 ,125 ,125 ,125 ,0 ,100 ,2 ,2 ,,,,,
일반,경북,고령군,동고령(구 박곡),완료,748 ,748 ,476 ,476 ,476 ,0 ,100 ,68 ,60 ,561 ,114 ,675 ,"109,307 ",232 
일반,경북,고령군,송곡,미개발,262 ,262 ,176 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,상주시,상주,완료,391 ,391 ,237 ,237 ,150 ,87 ,63 ,4 ,4 ,182 ,14 ,196 ,"8,318 ",0 
일반,경북,경주시,외동3,조성중,110 ,110 ,63 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,경주시,혁신원자력연구,조성중,"2,200 ","2,200 ",808 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,영천시,대창,미개발,460 ,460 ,324 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,경산시,경산화장품특화,조성중,149 ,149 ,83 ,33 ,0 ,33 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,영천시,영천금호,미개발,282 ,282 ,163 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,의성군,의성바이오밸리,미개발,225 ,225 ,134 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,경산시,경산상림재활산업특화단지,미개발,541 ,540 ,202 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,경주시,문산3일반산업단지,조성중,228 ,227 ,144 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,김천시,김천1일반산업단지(4단계),미개발,"1,241 ","1,241 ",715 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,김천시,김천자동차튜닝일반산업단지,미개발,281 ,280 ,183 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
도시첨단,경북,김천시,경북김천혁신도시,조성중,39 ,39 ,16 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
도시첨단,경북,예천군,경북도청신도시(2단계)도시첨단산업단지,조성중,146 ,146 ,117 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
농공,경북,경주시,건천,완료,102 ,102 ,86 ,86 ,86 ,0 ,100 ,7 ,7 ,350 ,74 ,424 ,"199,400 ",400 
농공,경북,경주시,내남,완료,90 ,90 ,72 ,72 ,72 ,0 ,100 ,3 ,3 ,247 ,55 ,302 ,"58,000 ","33,600 "
농공,경북,경주시,서면,완료,113 ,113 ,93 ,93 ,93 ,0 ,100 ,14 ,13 ,140 ,62 ,202 ,"19,600 ","2,200 "
농공,경북,경주시,안강,완료,150 ,150 ,113 ,113 ,113 ,0 ,100 ,13 ,12 ,262 ,102 ,364 ,"5,400 ","1,760 "
농공,경북,경주시,외동,완료,109 ,109 ,92 ,92 ,92 ,0 ,100 ,5 ,5 ,"1,166 ",193 ,"1,359 ","174,000 ","56,000 "
농공,경북,구미시,고아,완료,206 ,206 ,166 ,166 ,166 ,0 ,100 ,47 ,44 ,553 ,230 ,783 ,"171,336 ","40,810 "
농공,경북,구미시,산동,완료,69 ,69 ,53 ,53 ,53 ,0 ,100 ,16 ,15 ,107 ,57 ,164 ,"23,384 ",0 
농공,경북,구미시,해평,완료,60 ,60 ,43 ,43 ,43 ,0 ,100 ,16 ,16 ,182 ,37 ,219 ,"17,140 ",0 
농공,경북,김천시,감문,완료,105 ,105 ,80 ,80 ,80 ,0 ,100 ,14 ,14 ,192 ,32 ,224 ,"17,050 ","2,750 "
농공,경북,김천시,대광,완료,551 ,550 ,362 ,362 ,362 ,0 ,100 ,34 ,34 ,517 ,186 ,703 ,"111,500 ","18,650 "
농공,경북,김천시,아포,완료,190 ,190 ,135 ,135 ,135 ,0 ,100 ,32 ,32 ,330 ,194 ,524 ,"70,500 ","16,500 "
농공,경북,김천시,지례,완료,57 ,57 ,45 ,45 ,45 ,0 ,100 ,4 ,4 ,82 ,4 ,86 ,"3,650 ",0 
농공,경북,문경시,가은,완료,82 ,82 ,67 ,67 ,67 ,0 ,100 ,11 ,11 ,45 ,27 ,72 ,"10,700 ",4 
농공,경북,문경시,가은제2,완료,78 ,78 ,57 ,57 ,57 ,0 ,100 ,7 ,7 ,93 ,55 ,148 ,"15,789 ","5,881 "
농공,경북,문경시,마성,완료,264 ,264 ,214 ,214 ,214 ,0 ,100 ,12 ,12 ,418 ,101 ,519 ,"257,310 ","64,887 "
농공,경북,문경시,산양,완료,172 ,172 ,141 ,141 ,141 ,0 ,100 ,11 ,11 ,243 ,119 ,362 ,"61,357 ","6,346 "
농공,경북,문경시,영순,완료,84 ,84 ,63 ,63 ,63 ,0 ,100 ,4 ,4 ,47 ,139 ,186 ,"24,451 ",835 
농공,경북,문경시,영순제2,완료,152 ,141 ,111 ,111 ,111 ,0 ,100 ,6 ,6 ,166 ,66 ,232 ,"30,296 ","2,089 "
농공,경북,상주시,공성,완료,113 ,100 ,78 ,78 ,78 ,0 ,100 ,11 ,9 ,85 ,15 ,100 ,"19,110 ",7 
농공,경북,상주시,외답,완료,235 ,210 ,192 ,192 ,192 ,0 ,100 ,27 ,21 ,186 ,70 ,256 ,"28,210 ","4,308 "
농공,경북,상주시,함창,완료,119 ,119 ,101 ,101 ,101 ,0 ,100 ,14 ,11 ,138 ,47 ,185 ,"51,212 ","14,066 "
농공,경북,상주시,함창제2,완료,126 ,122 ,93 ,93 ,93 ,0 ,100 ,14 ,10 ,81 ,37 ,118 ,"9,898 ",454 
농공,경북,상주시,화동,완료,94 ,78 ,68 ,68 ,68 ,0 ,100 ,7 ,5 ,54 ,12 ,66 ,"7,276 ",0 
농공,경북,상주시,화서,완료,105 ,92 ,82 ,82 ,82 ,0 ,100 ,5 ,4 ,35 ,2 ,37 ,"5,399 ",0 
농공,경북,상주시,화서제2,완료,140 ,139 ,101 ,101 ,90 ,11 ,89 ,6 ,3 ,38 ,5 ,43 ,"58,296 ",0 
농공,경북,안동시,남선,완료,67 ,66 ,61 ,61 ,61 ,0 ,100 ,16 ,15 ,36 ,14 ,50 ,"10,734 ",0 
농공,경북,안동시,남후,완료,288 ,288 ,201 ,201 ,201 ,0 ,100 ,39 ,38 ,150 ,96 ,246 ,"65,915 ",565 
농공,경북,안동시,풍산,완료,215 ,215 ,190 ,190 ,190 ,0 ,100 ,25 ,24 ,345 ,96 ,441 ,"91,306 ","36,527 "
농공,경북,영주시,문수,완료,149 ,149 ,107 ,107 ,107 ,0 ,100 ,15 ,14 ,112 ,88 ,200 ,"13,000 ","2,200 "
농공,경북,영주시,반구전문,조성중,427 ,427 ,309 ,309 ,309 ,0 ,100 ,19 ,19 ,726 ,113 ,839 ,"19,500 ","3,508 "
농공,경북,영주시,봉현,완료,110 ,110 ,78 ,78 ,78 ,0 ,100 ,25 ,25 ,179 ,204 ,383 ,"19,500 ","7,400 "
농공,경북,영주시,장수,완료,224 ,224 ,155 ,155 ,155 ,0 ,100 ,38 ,38 ,285 ,79 ,364 ,"28,200 ","2,100 "
농공,경북,영주시,적서,완료,308 ,308 ,288 ,288 ,288 ,0 ,100 ,1 ,1 ,,,,,
농공,경북,영주시,휴천,완료,253 ,253 ,196 ,196 ,196 ,0 ,100 ,1 ,1 ,,,,,
농공,경북,영천시,고경,완료,57 ,57 ,49 ,49 ,49 ,0 ,100 ,11 ,8 ,42 ,22 ,64 ,"8,410 ",329 
농공,경북,영천시,도남,완료,345 ,330 ,257 ,257 ,257 ,0 ,100 ,17 ,15 ,"1,452 ",156 ,"1,608 ","756,646 ","146,537 "
농공,경북,영천시,본촌,완료,147 ,148 ,131 ,131 ,131 ,0 ,100 ,10 ,10 ,695 ,98 ,793 ,"159,120 ","42,440 "
농공,경북,영천시,북안,완료,157 ,157 ,134 ,134 ,134 ,0 ,100 ,15 ,14 ,168 ,57 ,225 ,"74,129 ","12,004 "
농공,경북,영천시,화산,완료,113 ,113 ,103 ,103 ,103 ,0 ,100 ,17 ,14 ,81 ,25 ,106 ,"14,440 ",134 
농공,경북,포항시,청하,완료,195 ,195 ,139 ,139 ,139 ,0 ,100 ,25 ,23 ,266 ,107 ,373 ,"72,344 ","5,750 "
농공,경북,고령군,개진,완료,139 ,139 ,119 ,119 ,119 ,0 ,100 ,32 ,29 ,253 ,84 ,337 ,"54,000 ","30,000 "
농공,경북,고령군,쌍림,완료,255 ,255 ,218 ,218 ,218 ,0 ,100 ,46 ,40 ,290 ,220 ,510 ,"24,000 ","7,000 "
농공,경북,봉화군,봉화,완료,149 ,149 ,117 ,117 ,117 ,0 ,100 ,16 ,12 ,86 ,63 ,149 ,"9,324 ","2,880 "
농공,경북,봉화군,봉화제2,완료,135 ,135 ,109 ,109 ,109 ,0 ,100 ,16 ,16 ,109 ,18 ,127 ,"5,494 ",0 
농공,경북,성주군,선남,완료,73 ,73 ,56 ,56 ,56 ,0 ,100 ,10 ,10 ,87 ,60 ,147 ,"14,624 ",0 
농공,경북,성주군,성주,완료,146 ,146 ,107 ,107 ,107 ,0 ,100 ,12 ,11 ,190 ,80 ,270 ,"33,976 ","12,284 "
농공,경북,성주군,월항,완료,258 ,258 ,205 ,205 ,205 ,0 ,100 ,27 ,26 ,407 ,177 ,584 ,"72,622 ","10,642 "
농공,경북,영덕군,영덕,완료,150 ,150 ,126 ,126 ,126 ,0 ,100 ,15 ,15 ,89 ,36 ,125 ,"15,036 ",0 
농공,경북,예천군,예천,완료,129 ,129 ,99 ,99 ,99 ,0 ,100 ,8 ,7 ,151 ,100 ,251 ,"29,101 ","1,328 "
농공,경북,울진군,울진,완료,126 ,126 ,92 ,92 ,92 ,0 ,100 ,12 ,11 ,75 ,18 ,93 ,"8,040 ",0 
농공,경북,의성군,다인,완료,206 ,206 ,182 ,182 ,182 ,0 ,100 ,18 ,11 ,103 ,16 ,119 ,"10,802 ",300 
농공,경북,의성군,봉양,완료,195 ,194 ,161 ,161 ,161 ,0 ,100 ,23 ,19 ,207 ,86 ,293 ,"17,496 ","2,040 "
농공,경북,의성군,의성,완료,165 ,165 ,139 ,139 ,139 ,0 ,100 ,23 ,16 ,149 ,45 ,194 ,"18,854 ",386 
농공,경북,의성군,단밀,완료,144 ,144 ,105 ,105 ,105 ,0 ,100 ,17 ,14 ,186 ,27 ,213 ,"21,984 ",298 
농공,경북,청도군,청도,완료,139 ,139 ,108 ,108 ,108 ,0 ,100 ,14 ,12 ,296 ,69 ,365 ,"94,402 ","22,066 "
농공,경북,청도군,풍각,완료,252 ,252 ,200 ,200 ,200 ,0 ,100 ,27 ,25 ,172 ,114 ,286 ,"50,000 ",48 
농공,경북,칠곡군,기산,완료,176 ,176 ,143 ,143 ,143 ,0 ,100 ,23 ,20 ,103 ,44 ,147 ,"27,883 ","1,762 "
농공,경북,문경시,산양제2,완료,134 ,134 ,91 ,91 ,52 ,39 ,57 ,13 ,13 ,75 ,21 ,96 ,"11,876 ","2,635 "
농공,경북,울진군,평해,완료,149 ,149 ,93 ,93 ,61 ,32 ,66 ,17 ,12 ,61 ,40 ,101 ,"4,940 ",0 
농공,경북,봉화군,유곡,완료,248 ,246 ,133 ,133 ,79 ,54 ,59 ,13 ,12 ,72 ,32 ,104 ,"2,412 ",220 
농공,경북,영덕군,영덕로하스특화,완료,148 ,147 ,101 ,101 ,101 ,0 ,100 ,20 ,17 ,124 ,41 ,165 ,"72,162 ",242 
농공,경북,영덕군,영덕제2,완료,326 ,326 ,195 ,195 ,51 ,144 ,26 ,8 ,4 ,17 ,4 ,21 ,"1,500 ",0 
농공,경북,예천군,예천제2,완료,257 ,257 ,184 ,184 ,164 ,20 ,89 ,19 ,18 ,142 ,77 ,219 ,"42,365 ","2,508 "
농공,경북,칠곡군,칠곡농기계특화,완료,245 ,245 ,180 ,180 ,180 ,0 ,100 ,29 ,28 ,322 ,66 ,388 ,"147,902 ","4,125 "
농공,경북,영양군,남영양,완료,30 ,30 ,14 ,14 ,11 ,3 ,79 ,4 ,3 ,30 ,13 ,43 ,"2,696 ",0 
농공,경북,울진군,죽변해양바이오,완료,149 ,149 ,84 ,84 ,14 ,70 ,17 ,6 ,5 ,31 ,9 ,40 ,606 ,0 
농공,경북,구미시,고아제2,완료,263 ,263 ,165 ,165 ,22 ,143 ,13 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
